,0,1,2,3
18,2020.12.24.,위키리크스한국,"하이네켄, '2020 홀리데이 캠페인' 진행","기호에 따라 럼을 추가하여 개인의 입맞에 맞추어 도수를 조절할 수 있으며 가벼운 스낵류를 곁들이면 보다 풍부한 맛을 느낄 수 있다 맥주 거품 위의 라즈베리와 민트, 시나몬스틱이 어우러져 마치 화이트..."
19,2020.12.24.,아시아경제,"[인터뷰] ""칵테일 베이스로 딱""...코디얼의 다양한 맛","하지만 재료를 준비하고 만드는 과정은 생각처럼 쉽지 않다. 정성을 들여 특별한 날을 더 오랫동안 기억하고... 그럼 계절별로 마시면 좋은 음료도 추천해 주세요. ""계절 과일을 활용해 사계절 음료를 모두 만들고 있어요...."
20,2020.12.24.,더퍼스트,"하이네켄, 연말 맞아 가족의 소중함 담은 '2020 홀리데이 캠페인' 진행","기호에 따라 럼을 추가하여 개인의 입맞에 맞추어 도수를 조절할 수 있으며 가벼운 스낵류를 곁들이면 보다 풍부한 맛을 느낄 수 있다. 맥주 거품 위의 라즈베리와 민트, 시나몬스틱이 어우러져 마치 화이트..."
21,2020.12.24.,인사이트,"하이네켄, 가족의 소중함과 감사함을 전하는 '2020 홀리데이 캠페인' 진행","기호에 따라 럼을 추가하여 개인의 입맞에 맞추어 도수를 조절할 수 있으며 가벼운 스낵류를 곁들이면 보다 풍부한 맛을 느낄 수 있다.맥주 거품 위의 라즈베리와 민트, 시나몬스틱이 어우러져 마치 화이트..."
22,2020.12.24.,이데일리,"하이네켄, 맥주 칵테일 레시피 다음 '홀리데이 캠페인' 진행","기호에 따라 럼을 추가해 개인의 입맞에 맞추어 도수를 조절할 수 있으며 가벼운 스낵류를 곁들이면 보다 풍부한 맛을 느낄 수 있다. 맥주 거품 위의 라즈베리와 민트, 시나몬스틱이 어우러져 마치 화이트 크리스마스를..."
23,2020.12.24.,이뉴스투데이,"하이네켄, 가족과 함께하는 연말연시 위한 '2020 홀리데이 캠페인' 진행","기호에 따라 럼을 추가해 도수를 조절할 수 있으며 가벼운 스낵류를 곁들이면 보다 풍부한 맛을 느낄 수 있다. 맥주 거품 위의 라즈베리와 민트, 시나몬스틱이 어우러져 마치 화이트 크리스마스를 밝혀주는 흰 눈 위..."
24,2020.12.24.,파이낸셜뉴스,"하이네켄, '2020 홀리데이 캠페인' 진행","기호에 따라 럼을 추가해 개인의 입맞에 맞추어 도수를 조절할 수 있다. 자몽주스에 하이네켄과 와인을 더해 만들어진 '하이와인'은 풍부한 맛과 부드러운 목넘김, 눈길을 사로잡는 비주얼을 자랑한다. 하이네켄의..."
25,2020.12.24.,싱글리스트,"하이네켄, '2020 홀리데이' 캠페인...비어칵테일 레시피 공개","기호에 따라 럼을 추가해 개인의 입맞에 맞춰 도수를 조절할 수 있으며 가벼운 스낵류를 곁들이면 보다 풍부한 맛을 느낄 수 있다. 맥주 거품 위의 라즈베리와 민트, 시나몬스틱이 어우러져 마치 화이트 크리스마스를..."
26,2020.12.23.,W,"눈으로 먹어요, 크리스마스 케이크",럼에 절인 달콤한 무화과와 오렌지 필을 가득 넣어 새콤달콤한 맛이 일품인 무화과 오렌지 구겔호프와 진한 다크 초콜릿에 베리를 올린 다크 초코 구겔호프. 키라키라 키친 @kirakira_kitchen 크림치즈와 생크림이 섞인...
27,2020.12.22.,엘르,빵순이라면 크리스마스에는 슈톨렌! 메리 스위트-마스♥_이럴 땐 이런 맛집 #...,"독일 정통 제조법에 따라 설탕과 럼에 절인 과일이 듬뿍 들어 있는 건 기본. 견과류의 조화로운 단맛과... 럼주에 일 년 동안 숙성시킨 과일, 아몬드가 어우러진 맛은 슈톨렌의 기본을 모두 갖췄다고 생각해요. 예약 못 하신..."
28,2020.12.22.,메트로신문,"'5인 이상 NO' 연말특수 잃은 식품외식업계, '홈파티'에 사활","봄베이 사파이어 1병과 초정 토닉워터 4캔, 그리고 병 아래에 부착하면 반짝이는 라이트 스티커 1장이 담겨 있어 집에서도 바에 온 것처럼 분위기를 낼 수 있다. 페르노리카 코리아의 코코넛 럼 리큐르 '말리부(MALIBU)'의..."
29,2020.12.22.,싱글리스트,칵테일부터 콜라보 굿즈까지...연말 홈파티 제품 주목,페르노리카 코리아의 코코넛 럼 리큐르 '말리부'의 경우 이종업계와 협업해 홈파티용 콜라보 굿즈를 선보였다. 달콤한 코코넛 향과 버터 럼의 부드러움으로 젊은 소비자들에게 인기를 얻고 있는 말리부는 칵테일과...
30,2020.12.22.,국제뉴스,마린아잔틴 기미세럼 캐시워크 돈버는퀴즈 정답 '업데이트',마린아잔틴 기미세럼 캐시워크 돈버는퀴즈 정답 '업데이트' 마린아잔틴 기미세럼 캐시워크 돈버는퀴즈 정답이 화제다. 22일 오후 캐시워크 돈버는퀴즈에는 마린아잔틴 기미세럼 관련 문제가 출제됐다. 이날 공개된...
31,2020.12.22.,한겨레,팬데믹도 성탄 공동체정신 앗아갈순 없어요,"메이플릿지 공동체처럼 크리스마스 트리 농장이 없는 다른 공동체에서는 마을 농장에서 크리스마스 트리를... 대강절 열째 날 할아버지, 할머니가 독일 사람인 스티브네는 럼탑을 만들어 바닐라 아이스크림에 얹어..."
32,2020.12.21.,보건뉴스,"식품업계, 연말 밀키트로 소비자 공략",것처럼 분위기를 낼 수 있다. 특히 주류 용량 기준 초정 토닉워터 캔을 넉넉하게 구성해 충분한 양의... 페르노리카 코리아의 코코넛 럼 리큐르 ‘말리부(MALIBU)’의 경우 이종업계와 협업해 홈파티용 콜래보 굿즈를...
33,2020.12.21.,서울경제언론사 선정,"IT 1세대 여성들이 만든, IT인을 위한 ‘성장 플랫폼' X세대 언니들의 스타트...","그럼 사람들이 프로젝트도 성공적으로 마칠 수 있고, ‘자기 계발과 네트워킹'에도 충분히 도움이 되지... 그리고 그 외에는 아까 말씀드린 것처럼, 삶에 있어서의 큰 가치관, 일례로 돈을 바라보는 시각 같은 큼직큼직한..."
34,2020.12.20.,디지틀조선일보,"올 연말은 집에서 즐기는 홈파티가 대세…주류키트, 밀키트로 홈파티 준비해 ...",것처럼 분위기를 낼 수 있다. 특히 주류 용량 기준 초정 토닉워터 캔을 넉넉하게 구성해 충분한 양의... 페르노리카 코리아의 코코넛 럼 리큐르 ‘말리부(MALIBU)’의 경우 이종업계와 협업해 홈파티용 콜래보 굿즈를...
35,2020.12.20.,글로벌이코노믹,연말연시 분위기는 집에서 안전한 '홈술'로…'홈파티' 기획 세트 쏟아진다,것처럼 분위기를 낼 수 있다. 특히 주류 용량 기준 초정 토닉워터 캔을 넉넉하게 구성해 충분한 양의... 페르노리카 코리아의 코코넛 럼 리큐르 ‘말리부(MALIBU)’의 경우 이종업계와 협업해 홈파티용 컬래버 굿즈를...
36,2020.12.19.,에너지경제,"식음료 업계, 홈파티용 칵테일·밀키트로 연말 특수 공략한다",것처럼 분위기를 낼 수 있다. 특히 주류 용량 기준 초정 토닉워터 캔을 넉넉하게 구성해 충분한 양의... 페르노리카 코리아의 코코넛 럼 리큐르 ‘말리부(MALIBU)’의 경우 이종업계와 협업해 홈파티용 커래버 굿즈를...
37,2020.12.19.,이데일리,"식품업계, '소확행' 만들어 줄 연말 굿즈 마케팅 활발","스텔라 아르투아의 750㎖ 샴페인처럼 코르크 마개가 적용돼 파티 분위기를 느낄 수 있는 제품이다. ‘스텔라... 페르노리카 코리아의 코코넛 럼 리큐르 말리부(MALIBU)는 죠스떡볶이, 본챔스, 무신사와 손잡고 연말..."
38,2020.12.19.,FETV,"식음료∙주류업계, 홈파티용 칵테일·밀키트로 연말 특수 노린다",것처럼 분위기를 낼 수 있다. 특히 주류 용량 기준 초정 토닉워터 캔을 넉넉하게 구성해 충분한 양의... 페르노리카 코리아의 코코넛 럼 리큐르 ‘말리부(MALIBU)’의 경우 이종업계와 협업해 홈파티용 콜래보 굿즈를...
39,2020.12.18.,매일경제,프라이빗 레스토랑,온실처럼 천장과 벽면이 모두 유리로 돼있어 따사로운 상태에서 한강을 감상하기에 완벽하다. 추천... 바로 럼과 건포도를 넣어 단짠의 정석을 보여준 럼레이즌버터 로렌브래드(1만5000원). 이 버터를 맛있게 먹는...
40,2020.12.18.,의학신문,'거리두기 연말' 홈파티 제품 눈길,것처럼 분위기를 낼 수 있다. 특히 주류 용량 기준 초정 토닉워터 캔을 넉넉하게 구성해 충분한 양의... 페르노리카 코리아의 코코넛 럼 리큐르 ‘말리부(MALIBU)’의 경우 이종업계와 협업해 홈파티용 콜래보 굿즈를...
41,2020.12.18.,세계일보,"식음료·주류업계, 홈파티용 칵테일·밀키트로 연말 특수 노린다",것처럼 분위기를 낼 수 있다. 특히 주류 용량 기준 초정 토닉워터 캔을 넉넉하게 구성해 충분한 양의... 페르노리카 코리아의 코코넛 럼 리큐르 ‘말리부(MALIBU)’의 경우 이종업계와 협업해 홈파티용 콜래보 굿즈를...
42,2020.12.18.,테니스피플,미디어윌 육사코트 대여금 반환 소송 협회 준비서면,"그 럼 에도 불구 하 고 내가 이 사 건 사 업 에 따른 손실 을 부 담하 는 것 은 부 당 하 다 ' , ' 피 고가 공 동... 것처럼 주장하고 있 기 도 합 니 다. 2) 그 러 나 원 고가 이 사 건 사업 추진 단계에 서 부 터 이 사건 사업 운..."
43,2020.12.17.,뉴시스,"식품업계, 크리스마스 시즌 맞아 '굿즈 마케팅' 본격화","페르노리카 코리아 코코넛 럼 리큐르 말리부가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말 홈파티족을 위한 협업 굿즈 컬렉션을 출시했다. 협업 굿즈 컬렉션은 집에서 편안하게 입을 수 있는 ▲스웻셔츠 ▲파자마세트 등..."
44,2020.12.17.,일간스포츠,"""고막 힐링""…'소울' 천재 뮤지션 존 바티스트 음악 어떨까","흡입력 있는 선율과 시대와 장르를 넘나드는 폭 넒은 스펙트럼으로 언제나 놀라움을 선사해 온 그는 '소울... 또한 그는 주인공 조에게 깊이 공감했다고 전하며 ""나 역시 조’럼 연주를 하지 않을 때도 음악의 맥락으로..."
45,2020.12.16.,인사이트,6년만에 밝혀진 명탐정 코난 '검은 조직' 2인자 럼의 충격 정체,최근 연재된 명탐정 코난 1066화에는 명탐정 코난의 숙적이자 원수인 검은 조직의 2인자 '럼'과 관련한 사실이 나왔다.공개된 내용에 따르면 럼의 정체는 다름 아닌 모리 코고로(유명한) 탐정 사무소의 바로 아랫집...
46,2020.12.16.,청년일보,"페르노리카, 홈파티족 위한 협업 굿즈 컬렉션 출시","말리부X죠스떡볶이X본챔스 협업  페르노리카 코리아의 코코넛 럼 리큐르 말리부(MALIBU)는 죠스떡볶이, 본챔스, 무신사와 손잡고 연말 홈파티족을 위한 협업 굿즈 컬렉션을 출시했다고 16일 밝혔다...."
47,2020.12.15.,매일신문,생명 최우선·보안 강화…자율주행車 가이드라인 나왔다,국토교통부는 15일 서울 프레스센터에서 열린 '자율차 융·복합 미래포 럼'에서 자율차의 윤리‧보안·안전의 기본방향을 제시하는 가이드라인을 발표했다. 먼저 윤리 가이드라인은 자율차가 인명 보호를 최우선하도록...
48,2020.12.15.,비즈월드,"바로푸드, 신제품 '포스트바이오틱스 모유유래 프롤린유산균' 출시","해당 제품은 프리바이오틱스, 모유유래 유산균, L-프롤린이 모두 들어있을 뿐만 아니라 아니라 비타민 미네랄믹스, 락토바실러스플란타럼배양건조물, 치커리뿌리추출물, 유기농 아가베 이눌린까지 함유된..."
49,2020.12.15.,국제신문,뮤지컬 ‘캣츠’ ‘위키드’ 부산서 만나요,"‘레미제라블’‘지저스 크라이스트 수퍼스타’ ‘미스 사이공’ 등의 주역을 맡은 세계적인 뮤지컬 디바 조아나 암필의 폭발적인 라이브와 한국 관객이 사랑하는 월드스타 브래드 리틀, 섹시한 매력으로 럼 텀..."
50,2020.12.14.,EBN,"페르노리카 코리아 말리부, 홈파티족 위한 굿즈 출시","페르노리카 코리아는 자사 코코넛 럼 리큐르 말리부(MALIBU)가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을..."
51,2020.12.14.,로이슈,"코코넛 럼 말리부, 죠스떡볶이-본챔스-무신사와 연말 홈파티족 위한 협업 굿즈...","페르노리카 코리아의 코코넛 럼 리큐르 말리부(MALIBU)가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을 때..."
52,2020.12.14.,문화일보,"럼 리큐르 ‘말리부’, 무신사 등과 협업 굿즈 컬렉션 출시",연말 홈파티족 위한 스웨트셔츠 등 판매 페르노리카 코리아의 코코넛 럼 리큐르 ‘말리부’(MALIBU)는... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을 때...
53,2020.12.14.,뉴스웨이,"페르노리카코리아, 말리부X죠스떡볶이X본챔스 협업 굿즈 발매","페르노리카 코리아는 코코넛 럼 리큐르 ‘말리부(MALIBU)’가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을..."
54,2020.12.14.,브릿지경제,"말리부X죠스떡볶이X본챔스, 홈파티 굿즈 컬렉션 무신사 단독 발매","말리부X죠스떡볶이X본챔스, 홈파티 굿즈 컬렉션 무신사 단독 발매 페르노리카 코리아의 코코넛 럼 리큐르 말리부가 죠스떡볶이, 본챔스, 무신사와 함께 연말 홈파티족을 위한 협업 굿즈 컬렉션을 출시한다. 캐주얼 패션..."
55,2020.12.14.,스포츠조선,"코코넛 럼 말리부, 죠스떡볶이-본챔스-무신사와 연말 홈파티족 위한 협업 굿즈...","페르노리카 코리아의 코코넛 럼 리큐르 말리부(MALIBU)가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을 때..."
56,2020.12.14.,메트로신문,말리부X죠스떡볶이X본챔스 굿즈 컬레션으로 홈파티 완성!,"페르노리카 코리아의 코코넛 럼 리큐르 말리부(MALIBU)가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을 때..."
57,2020.12.14.,싱글리스트,"말리부, 연말 홈파티족 위한 협업 굿즈 컬렉션 발매","코코넛 럼 리큐르 '말리부'가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말 홈파티족을 위한 협업 굿즈... 달콤한 코코넛향과 버터 럼의 부드러움이 특징인 '말리부'는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을 때..."
58,2020.12.14.,뉴데일리,"[락다운 공포] 송년회 실종된 연말… 주류업계, 홈파티 잡기 총력","이 외에도 페르노리카코리아는 코코넛 럼 리큐르 말리부(MALIBU)를 죠스떡볶이, 본챔스, 무신사와 손잡고 연말 홈파티족을 위한 협업 굿즈 컬렉션을 출시했다. 스?셔츠, 파자마세트 등 의류 4종과 홈파티를 위한 PVC 칠링백..."
59,2020.12.14.,뉴스웍스,"페르노리카 코코넛 럼 말리부, 죠스떡볶이-본챔스-무신사와 연말 홈파티족 위..."," 페르노리카 코리아의 코코넛 럼 리큐르 말리부가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말 홈파티족을... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을..."
60,2020.12.14.,한국정경신문,"리큐르 말리브, 죠스떡볶이·본챔스·무신사와 협업..홈파티족 위한 굿즈 컬렉...","페르노리카 코리아의 코코넛 럼 리큐르 말리부(MALIBU)는 죠스떡볶이, 본챔스, 무신사와 손잡고 굿즈 컬렉션을... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이..."
61,2020.12.14.,서울경제,"말리부, 죠스떢복이와 손잡다","코코넛 럼 리큐르 말리부(MALIBU)가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말 홈파티족을 위한 협업 굿즈... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을 때..."
62,2020.12.14.,FETV,"""집밖은 위험해!"" 무신사, '본챔스X말리부X죠스떡볶이' 협업 제품 한정 발매","스웨트 셔츠, 파자마, 트레이닝복 홈웨어와 칠링백 등  무신사는 스포티브 캐주얼 브랜드 본챔스, 코코넛 럼... 무신사가 스포티브 캐주얼 브랜드 본챔스, 코코넛 럼 리큐르 브랜드 말리부, 떡볶이 프랜차이즈 브랜드..."
63,2020.12.14.,부산제일경제,"무신사 ""본챔스, 말리부, 죠스떡볶이 손잡고 콜라보합니다""","(무신사 제공) 온라인 패션 스토어 무신사는 스포티브 캐주얼 브랜드 본챔스, 코코넛 럼 리큐르 브랜드 말리부, 떡볶이 프랜차이즈 브랜드 죠스떡볶이와 함께 협업한 연말 홈캉스 에디션을 한정 판매한다고 14일 밝혔다...."
64,2020.12.14.,어패럴뉴스,"무신사, 본챔스X말리부X죠스떡볶이 콜라보 한정 발매","온라인 패션 스토어 무신사(대표 조만호)가 스포티브 캐주얼 브랜드 본챔스, 코코넛 럼 리큐르 브랜드 말리부, 떡볶이 프랜차이즈 브랜드 죠스떡볶이와 함께 협업한 연말 홈캉스 에디션을 한정 판매한다. 이번 에디션은..."
65,2020.12.14.,이코노믹리뷰,"코코넛 럼 말리부, 말리부X죠스떡볶이X본챔스 굿즈 컬렉션 발매","출처=페르노리카 페르노리카 코리아의 코코넛 럼 리큐르 말리부(MALIBU)가 죠스떡볶이, 본챔스, 무신사와... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을 때..."
66,2020.12.14.,MTN,"코코넛 럼 말리부, 죠스떡볶이·본챔스·무신사 협업 홈파티 굿즈 출시","페르노리카코리아의 코코넛 럼 리큐르 말리부(MALIBU)가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말... 이날부터 온라인 패션스토어 무신사에서 단독 판매된다.말리부는 달콤한 코코넛 향과 버터 럼의 부드러움이..."
67,2020.12.14.,비욘드포스트,"코코넛 럼 말리부, 홈파티족 위한 협업 굿즈 컬렉션","말리부X죠스떡볶이X본챔스 협업 홈파티 굿즈 컬렉션 14일 무신사 단독 발매 페르노리카 코리아의 코코넛 럼 리큐르 말리부(MALIBU)가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말 홈파티족을 위한 협업 굿즈 컬렉션을..."
68,2020.12.14.,한국경제,"페르노리카 코리아, 홈파티 제품 출시","코코넛 럼 말리부, 죠스떡볶이-본챔스-무신사와 연말 홈파티족 위한 협업 굿즈 컬렉션 발매 페르노리카 코리아의 코코넛 럼 리큐르 말리부(MALIBU)가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말 홈파티족을 위한 협업 굿즈..."
69,2020.12.14.,조이뉴스24,"무신사, 본챔스X말리부X죠스떡볶이 컬래버레이션 한정 발매","온라인 패션 스토어 무신사가 스포티브 캐주얼 브랜드 본챔스, 코코넛 럼 리큐르 브랜드 말리부, 떡볶이 프랜차이즈 브랜드 죠스떡볶이와 함께 협업한 연말 홈캉스 에디션을 한정 판매한다고 14일 밝혔다. 이번 에디션은..."
70,2020.12.14.,EBN,무신사 ‘본챔스X말리부X죠스떡볶이’ 콜라보 한정 발매,"무신사는 스포티브 캐주얼 브랜드 본챔스, 코코넛 럼 리큐르 브랜드 말리부, 떡볶이 프랜차이즈 브랜드 죠스떡볶이와 함께 협업한 연말 홈캉스 에디션을 한정 판매한다고 14일 밝혔다. 이번 에디션은 연말을 맞아..."
71,2020.12.14.,싱글리스트,"무신사, 본챔스X말리부X죠스떡볶이와 '홈캉스' 에디션 발매","온라인 패션스토어 무신사가 스포티브 캐주얼 브랜드 본챔스, 코코넛 럼 리큐르 브랜드 말리부, 떡볶이 프랜차이즈 브랜드 죠스떡볶이와 함께 협업한 연말 홈캉스 에디션을 한정 판매한다. 이번 에디션은 연말을 맞아..."
72,2020.12.14.,뉴시스,"코코넛 럼 말리부, 홈파티족 위한 협업 굿즈 컬렉션 발매","페르노리카 코리아는 코코넛 럼 리큐르 말리부가 죠스떡볶이, 본챔스, 무신사와 손잡고 연말 홈파티족을 위한 협업 굿즈 컬렉션을 출시한다고 14일 밝혔다. 집에서 편안하게 입을 수 있는 ▲스웻셔츠 ▲파자마세트 등 의류..."
73,2020.12.14.,이데일리,"페르노리카 코리아, 말리부·죠스떡볶이·본챔스 협업 굿즈 선봬","페르노리카 코리아의 코코넛 럼 리큐르 ‘말리부(MALIBU)’는 죠스떡볶이, 본챔스, 무신사와 손잡고 연말... 달콤한 코코넛 향과 버터 럼의 부드러움이 특징인 말리부는 홈파티 단골메뉴 중 하나인 떡볶이와 같이 먹었을..."
